"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"org.apache.derby.impl.sql.catalog.DataDictionaryImpl.getColumnDescriptorsScan(UUID, ColumnDescriptorList, TupleDescriptor) DataDictionaryImpl.java","1458","8","4","181"
"org.apache.derby.impl.sql.compile.QueryTreeNode.getSchemaDescriptor(String) QueryTreeNode.java","1449","3","2","379"
"org.apache.derby.impl.store.access.conglomerate.GenericConglomerateController.fetch(RowLocation, DataValueDescriptor[], FormatableBitSet) GenericConglomerateController.java","1440","0.7","40","1830"
"org.apache.derby.impl.sql.compile.FromBaseTable.bindNonVTITables(DataDictionary, FromList) FromBaseTable.java","1438","12","4","118"
"org.apache.derby.impl.store.access.btree.index.B2IController.insert(DataValueDescriptor[]) B2IController.java","1425","3","2","470"
"org.apache.derby.impl.services.cache.ConcurrentCache.discard(Matchable) ConcurrentCache.java","1425","6","258","235"
"org.apache.derby.impl.store.access.btree.BTreeController.insert(DataValueDescriptor[]) BTreeController.java","1423","3","1","470"
"org.apache.derby.impl.store.raw.data.FileContainer.newPage(BaseContainerHandle, RawTransaction, BaseContainerHandle, boolean) FileContainer.java","1421","3","21","440"
"org.apache.derby.impl.store.access.btree.BTreeController.doIns(DataValueDescriptor[]) BTreeController.java","1421","3","6","470"
"org.apache.derby.impl.store.access.RAMTransaction.openScan(Conglomerate, boolean, int, int, int, FormatableBitSet, DataValueDescriptor[], int, Qualifier[][], DataValueDescriptor[], int, StaticCompiledOpenConglomInfo, DynamicCompiledOpenConglomInfo) RAMTransaction.java","1406","0.7","20","1947"
"org.apache.derby.impl.store.raw.data.BasePage.getHeaderAtSlot(int) BasePage.java","1382","< 0.1","1382","642752"
"org.apache.derby.impl.store.access.heap.Heap.open(TransactionManager, Transaction, boolean, int, int, LockingPolicy, StaticCompiledOpenConglomInfo, DynamicCompiledOpenConglomInfo) Heap.java","1370","0.2","53","4656"
"org.apache.derby.impl.store.access.conglomerate.OpenConglomerate.init(ContainerHandle, Conglomerate, int[], int[], TransactionManager, Transaction, boolean, int, int, LockingPolicy, DynamicCompiledOpenConglomInfo) OpenConglomerate.java","1357","0.2","48","5224"
